action, elapsed_ms           , pos_0, pos_1, pos_2, pos_3, pos_4, pos_5, pos_6, pos_7, pos_8, pos_9
reply ,  105.12372200173559  ,  4087,  3928,  1714,  1917,    73,    77,  2035,    74,   111,    68
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  106.07899600290693  ,  4087,  3928,  1714,  1917,    73,    77,  2035,    74,   111,    68
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  108.33007700057351  ,  4087,  3928,  1714,  1917,    73,    77,  2035,    74,   111,    68
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  108.84647500279243  ,  4087,  3928,  1714,  1917,    73,    77,  2035,    74,   111,    68
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  109.98258499967051  ,  4087,  3928,  1714,  1917,    73,    77,  2035,    74,   111,    68
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  110.52338400259032  ,  4087,  3928,  1714,  1917,    73,    77,  2035,    74,   111,    68
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  111.46156700124266  ,  4087,  3928,  1714,  1917,    73,    77,  2035,    74,   111,    68
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  112.31381300240173  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  113.20148100276128  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  115.15630700159818  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  115.69095900267712  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  116.41931900157942  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  118.31617500138236  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  118.84233300224878  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  119.54352900283993  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  120.42546500015305  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  121.64896700051031  ,  4087,  3861,  1742,  1917,    98,    98,  2035,    95,   111,    95
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  122.93096900248202  ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  123.47766400125693  ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  126.14910400225199  ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  126.70320800316404  ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  127.38062900098157  ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  128.4028820009553   ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  129.3261850005365   ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  130.5467040001531   ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  131.21896700249636  ,  4087,  3794,  1773,  1917,   127,   124,  2035,   124,   111,   122
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  133.7873660013429   ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  135.0717910027015   ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  135.61115300035453  ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  137.10906800042721  ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  137.66795500123408  ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  140.1598219999869   ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  140.68939900244004  ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  141.2403300018923   ,  4087,  3708,  1811,  1917,   156,   156,  2035,   152,   111,   155
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  142.32411600096384  ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  143.87816000089515  ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  144.9336450023111   ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  145.50676300132181  ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  146.45432700126548  ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  147.26281399998697  ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  148.42468900314998  ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  149.2271340030129   ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  150.4192829997919   ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  151.24082600232214  ,  4087,  3615,  1849,  1917,   188,   190,  2035,   190,   111,   190
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  152.5027340030647   ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  153.33496099992772  ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  154.98582800137228  ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  157.24833300191676  ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  158.32121600033133  ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  158.90516800209298  ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  159.4286990002729   ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  160.409628002526    ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  161.29040000305395  ,  4087,  3515,  1885,  1917,   228,   231,  2035,   231,   111,   229
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  162.28810100074043  ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  163.22228700300911  ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  165.23827900164179  ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  165.8142250016681   ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  168.48424500130932  ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  169.5036750024883   ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  170.04978700060747  ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  170.6493870005943   ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  171.5043100011826   ,  4087,  3399,  1928,  1917,   272,   275,  2035,   279,   111,   270
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  172.82941000303254  ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  173.38675500286627  ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  175.88060700290953  ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  177.0513920018857   ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  177.60579000241705  ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  178.9893840032164   ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  179.57991100047366  ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  180.39117800071836  ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  181.2285289997817   ,  4087,  3287,  1978,  1917,   318,   326,  2035,   324,   111,   315
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  183.98600000000442  ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  184.93871400278294  ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  185.492755001178    ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  186.7350520005857   ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  187.26492900168523  ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  189.65496300006635  ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  190.41651000225102  ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  191.2262850019033   ,  4087,  3161,  2032,  1917,   368,   377,  2035,   378,   111,   371
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  193.17027800207143  ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  193.7424870011455   ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  194.94694000240997  ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  195.50866700228653  ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  196.5275920010754   ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  197.22506000107387  ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  198.39834200320183  ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  199.20355300200754  ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  200.3914970009646   ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  201.29332200303907  ,  4087,  3023,  2092,  1917,   421,   433,  2035,   431,   111,   427
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  202.27080000040587  ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  204.3167430019821   ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  205.52411500102608  ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  206.0278040007688   ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  206.58968000134337  ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  207.43897400097921  ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  208.4064650007349   ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  209.2040090028604   ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  210.43179800108192  ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  211.2337260005006   ,  4087,  2882,  2151,  1917,   479,   491,  2035,   485,   111,   482
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  212.2597850029706   ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  213.2080320006935   ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  215.15511500183493  ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  216.40976700291503  ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  217.02667499994277  ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  217.60454600007506  ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  218.4135960014828   ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  221.21210300247185  ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  221.7760690000432   ,  4087,  2729,  2222,  1917,   541,   550,  2035,   550,   111,   545
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  222.31342200029758  ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  223.2318860005762   ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  224.97551800188376  ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  225.496782000846    ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  226.39077400162932  ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  227.20364300039364  ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  228.42918600144912  ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  229.92536700257915  ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  230.43390400198405  ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  231.4743160022772   ,  4087,  2569,  2292,  1917,   602,   615,  2035,   612,   111,   614
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  232.6899060026335   ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  233.20842000248376  ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  235.7463270018343   ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  237.26888800229062  ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  237.86256899984437  ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  239.19157100317534  ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  239.7446780014434   ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  240.55792100261897  ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  241.28499800281134  ,  4087,  2398,  2367,  1917,   672,   686,  2035,   684,   111,   683
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  242.99369300206308  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  243.51966600079322  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  246.07120899963775  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  247.03874500119127  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  247.5845860026311   ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  248.92648500099313  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  250.07332899986068  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  250.60483800189104  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  251.29561600260786  ,  4087,  2200,  2446,  1917,   754,   756,  2035,   757,   111,   757
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  253.65948500257218  ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  254.98649800283602  ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  255.58279899996705  ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  256.4208710027742   ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  257.5065970013384   ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  258.42940300208284  ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  260.4943980004464   ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  261.59515300241765  ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  262.13937400098075  ,  4087,  2018,  2528,  1917,   827,   836,  2035,   835,   111,   836
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
